s (1,1) 9
(140,20) (139,20) 39
(140,20) (141,20) 3
(141,20) (140,20) 21
(141,20) (142,20) 83
(142,20) (141,20) 171
(142,20) (143,20) 2
(143,20) (142,20) 151
(143,20) (144,20) 32
(144,20) (143,20) 180
(144,20) (145,20) 113
(145,20) (144,20) 70
(145,20) (146,20) 63
(146,20) (145,20) 66
(146,20) (147,20) 19
(147,20) (146,20) 106
(147,20) (148,20) 20
(148,20) (147,20) 95
(148,20) (149,20) 22
(149,20) (148,20) 106
(149,20) (150,20) 138
(150,20) (149,20) 135
(1,21) (2,21) 145
(2,21) (1,21) 146
(2,21) (3,21) 104
(3,21) (2,21) 132
(3,21) (4,21) 168
(4,21) (3,21) 74
(4,21) (5,21) 146
(5,21) (4,21) 53
(5,21) (6,21) 58
(6,21) (5,21) 68
(6,21) (7,21) 140
(7,21) (6,21) 179
(7,21) (8,21) 164
(8,21) (7,21) 1
(8,21) (9,21) 153
(9,21) (8,21) 72
(9,21) (10,21) 150
(10,21) (9,21) 48
(10,21) (11,21) 186
(11,21) (10,21) 172
(11,21) (12,21) 131
(12,21) (11,21) 188
(12,21) (13,21) 11
(13,21) (12,21) 37
(13,21) (14,21) 94
(14,21) (13,21) 161
(14,21) (15,21) 159
(15,21) (14,21) 146
(15,21) (16,21) 111
(16,21) (15,21) 19
(16,21) (17,21) 59
(17,21) (16,21) 180
(17,21) (18,21) 29
(18,21) (17,21) 123
(18,21) (19,21) 120
(19,21) (18,21) 42
(19,21) (20,21) 182
(20,21) (19,21) 7
(20,21) (21,21) 114
(21,21) (20,21) 47
(21,21) (22,21) 130
(22,21) (21,21) 189
(22,21) (23,21) 198
(23,21) (22,21) 74
(23,21) (24,21) 14
(24,21) (23,21) 12
(24,21) (25,21) 136
(25,21) (24,21) 194
(25,21) (26,21) 196
(26,21) (25,21) 143
(26,21) (27,21) 66
(27,21) (26,21) 52
(27,21) (28,21) 111
(28,21) (27,21) 190
(28,21) (29,21) 80
(29,21) (28,21) 179
(29,21) (30,21) 148
(30,21) (29,21) 138
(30,21) (31,21) 160
(31,21) (30,21) 106
(31,21) (32,21) 20
(32,21) (31,21) 197
(32,21) (33,21) 40
(33,21) (32,21) 192
(33,21) (34,21) 102
(34,21) (33,21) 4
(34,21) (35,21) 96
(35,21) (34,21) 193
(35,21) (36,21) 81
(36,21) (35,21) 83
(36,21) (37,21) 110
(37,21) (36,21) 165
(37,21) (38,21) 191
(38,21) (37,21) 83
(38,21) (39,21) 152
(39,21) (38,21) 104
(39,21) (40,21) 5
(40,21) (39,21) 162
(40,21) (41,21) 163
(41,21) (40,21) 197
(41,21) (42,21) 56
(42,21) (41,21) 103
(42,21) (43,21) 98
(43,21) (42,21) 160
(43,21) (44,21) 113
(44,21) (43,21) 16
(44,21) (45,21) 171
(45,21) (44,21) 158
(45,21) (46,21) 25
(46,21) (45,21) 122
(46,21) (47,21) 100
(47,21) (46,21) 67
(47,21) (48,21) 176
(48,21) (47,21) 100
(48,21) (49,21) 19
(49,21) (48,21) 136
(49,21) (50,21) 22
(50,21) (49,21) 177
(50,21) (51,21) 59
(51,21) (50,21) 158
(51,21) (52,21) 196
(52,21) (51,21) 200
(52,21) (53,21) 49
(53,21) (52,21) 44
(53,21) (54,21) 13
(54,21) (53,21) 113
(54,21) (55,21) 110
(55,21) (54,21) 64
(55,21) (56,21) 71
(56,21) (55,21) 191
(56,21) (57,21) 104
(57,21) (56,21) 150
(57,21) (58,21) 14
(58,21) (57,21) 156
(58,21) (59,21) 160
(59,21) (58,21) 35
(59,21) (60,21) 79
(60,21) (59,21) 29
(60,21) (61,21) 176
(61,21) (60,21) 44
(61,21) (62,21) 105
(62,21) (61,21) 156
(62,21) (63,21) 150
(63,21) (62,21) 128
(63,21) (64,21) 87
(64,21) (63,21) 84
(64,21) (65,21) 65
(65,21) (64,21) 54
(65,21) (66,21) 170
(66,21) (65,21) 172
(66,21) (67,21) 45
(67,21) (66,21) 140
(67,21) (68,21) 164
(68,21) (67,21) 195
(68,21) (69,21) 9
(69,21) (68,21) 110
(69,21) (70,21) 200
(70,21) (69,21) 4
(70,21) (71,21) 173
(71,21) (70,21) 39
(71,21) (72,21) 61
(72,21) (71,21) 190
(72,21) (73,21) 56
(73,21) (72,21) 143
(73,21) (74,21) 153
(74,21) (73,21) 187
(74,21) (75,21) 8
(75,21) (74,21) 106
(75,21) (76,21) 2
(76,21) (75,21) 131
(76,21) (77,21) 163
(77,21) (76,21) 72
(77,21) (78,21) 144
(78,21) (77,21) 188
(78,21) (79,21) 18
(79,21) (78,21) 62
(79,21) (80,21) 118
(80,21) (79,21) 160
(80,21) (81,21) 110
(81,21) (80,21) 200
(81,21) (82,21) 55
(82,21) (81,21) 76
(82,21) (83,21) 138
(83,21) (82,21) 169
(83,21) (84,21) 117
(84,21) (83,21) 80
(84,21) (85,21) 176
(85,21) (84,21) 1
(85,21) (86,21) 60
(86,21) (85,21) 79
(86,21) (87,21) 184
(87,21) (86,21) 81
(87,21) (88,21) 126
(88,21) (87,21) 101
(88,21) (89,21) 26
(89,21) (88,21) 70
(89,21) (90,21) 47
(90,21) (89,21) 112
(90,21) (91,21) 196
(91,21) (90,21) 120
(91,21) (92,21) 177
(92,21) (91,21) 52
(92,21) (93,21) 104
(93,21) (92,21) 126
(93,21) (94,21) 2
(94,21) (93,21) 111
(94,21) (95,21) 157
(95,21) (94,21) 200
(95,21) (96,21) 177
(96,21) (95,21) 86
(96,21) (97,21) 38
(97,21) (96,21) 177
(97,21) (98,21) 159
(98,21) (97,21) 82
(98,21) (99,21) 39
(99,21) (98,21) 63
(99,21) (100,21) 162
(100,21) (99,21) 19
(100,21) (101,21) 75
(101,21) (100,21) 47
(101,21) (102,21) 93
(102,21) (101,21) 175
(102,21) (103,21) 51
(103,21) (102,21) 98
(103,21) (104,21) 19
(104,21) (103,21) 102
(104,21) (105,21) 49
(105,21) (104,21) 6
(105,21) (106,21) 179
(106,21) (105,21) 133
(106,21) (107,21) 10
(107,21) (106,21) 2
(107,21) (108,21) 61
(108,21) (107,21) 14
(108,21) (109,21) 50
(109,21) (108,21) 43
(109,21) (110,21) 123
(110,21) (109,21) 168
(110,21) (111,21) 106
(111,21) (110,21) 124
(111,21) (112,21) 155
(112,21) (111,21) 16
(112,21) (113,21) 84
(113,21) (112,21) 117
(113,21) (114,21) 160
(114,21) (113,21) 52
(114,21) (115,21) 39
(115,21) (114,21) 154
(115,21) (116,21) 48
(116,21) (115,21) 136
(116,21) (117,21) 38
(117,21) (116,21) 70
(117,21) (118,21) 24
(118,21) (117,21) 183
(118,21) (119,21) 130
(119,21) (118,21) 69
(119,21) (120,21) 59
(120,21) (119,21) 31
(120,21) (121,21) 160
(121,21) (120,21) 123
(121,21) (122,21) 50
(122,21) (121,21) 25
(122,21) (123,21) 70
(123,21) (122,21) 100
(123,21) (124,21) 149
(124,21) (123,21) 3
(124,21) (125,21) 118
(125,21) (124,21) 137
(125,21) (126,21) 199
(126,21) (125,21) 12
(126,21) (127,21) 157
(127,21) (126,21) 27
(127,21) (128,21) 152
(128,21) (127,21) 196
(128,21) (129,21) 197
(129,21) (128,21) 88
(129,21) (130,21) 173
(130,21) (129,21) 189
(130,21) (131,21) 54
(131,21) (130,21) 175
(131,21) (132,21) 50
(132,21) (131,21) 162
(132,21) (133,21) 116
(133,21) (132,21) 81
(133,21) (134,21) 47
(134,21) (133,21) 51
(134,21) (135,21) 66
(135,21) (134,21) 142
(135,21) (136,21) 56
(136,21) (135,21) 66
(136,21) (137,21) 156
(137,21) (136,21) 9
(137,21) (138,21) 126
(138,21) (137,21) 45
(138,21) (139,21) 58
(139,21) (138,21) 194
(139,21) (140,21) 67
(140,21) (139,21) 16
(140,21) (141,21) 64
(141,21) (140,21) 102
(141,21) (142,21) 195
(142,21) (141,21) 134
(142,21) (143,21) 106
(143,21) (142,21) 132
(143,21) (144,21) 69
(144,21) (143,21) 28
(144,21) (145,21) 93
(145,21) (144,21) 70
(145,21) (146,21) 25
(146,21) (145,21) 82
(146,21) (147,21) 113
(147,21) (146,21) 194
(147,21) (148,21) 188
(148,21) (147,21) 199
(148,21) (149,21) 179
(149,21) (148,21) 84
(149,21) (150,21) 191
(150,21) (149,21) 24
(1,22) (2,22) 166
(2,22) (1,22) 147
(2,22) (3,22) 86
(3,22) (2,22) 156
(3,22) (4,22) 49
(4,22) (3,22) 93
(4,22) (5,22) 84
(5,22) (4,22) 183
(5,22) (6,22) 132
(6,22) (5,22) 55
(6,22) (7,22) 187
(7,22) (6,22) 33
(7,22) (8,22) 116
(8,22) (7,22) 68
(8,22) (9,22) 153
(9,22) (8,22) 146
(9,22) (10,22) 78
(10,22) (9,22) 73
(10,22) (11,22) 30
(11,22) (10,22) 197
(11,22) (12,22) 128
(12,22) (11,22) 19
(12,22) (13,22) 106
(13,22) (12,22) 70
(13,22) (14,22) 67
(14,22) (13,22) 70
(14,22) (15,22) 187
(15,22) (14,22) 33
(15,22) (16,22) 181
(16,22) (15,22) 20
(16,22) (17,22) 124
(17,22) (16,22) 97
(17,22) (18,22) 122
(18,22) (17,22) 78
(18,22) (19,22) 154
(19,22) (18,22) 137
(19,22) (20,22) 67
(20,22) (19,22) 113
(20,22) (21,22) 136
(21,22) (20,22) 170
(21,22) (22,22) 127
(22,22) (21,22) 128
(22,22) (23,22) 66
(23,22) (22,22) 2
(23,22) (24,22) 157
(24,22) (23,22) 9
(24,22) (25,22) 6
(25,22) (24,22) 85
(25,22) (26,22) 180
(26,22) (25,22) 183
(26,22) (27,22) 62
(27,22) (26,22) 99
(27,22) (28,22) 122
(28,22) (27,22) 196
(28,22) (29,22) 186
(29,22) (28,22) 14
(29,22) (30,22) 88
(30,22) (29,22) 25
(30,22) (31,22) 187
(31,22) (30,22) 118
(31,22) (32,22) 6
(32,22) (31,22) 107
(32,22) (33,22) 123
(33,22) (32,22) 42
(33,22) (34,22) 67
(34,22) (33,22) 123
(34,22) (35,22) 31
(35,22) (34,22) 197
(35,22) (36,22) 149
(36,22) (35,22) 67
(36,22) (37,22) 102
(37,22) (36,22) 195
(37,22) (38,22) 167
(38,22) (37,22) 136
(38,22) (39,22) 27
(39,22) (38,22) 143
(39,22) (40,22) 153
(40,22) (39,22) 128
(40,22) (41,22) 126
(41,22) (40,22) 3
(41,22) (42,22) 128
(42,22) (41,22) 161
(42,22) (43,22) 26
(43,22) (42,22) 122
(43,22) (44,22) 190
(44,22) (43,22) 84
(44,22) (45,22) 183
(45,22) (44,22) 93
(45,22) (46,22) 60
(46,22) (45,22) 148
(46,22) (47,22) 79
(47,22) (46,22) 48
(47,22) (48,22) 108
(48,22) (47,22) 167
(48,22) (49,22) 62
(49,22) (48,22) 64
(49,22) (50,22) 76
(50,22) (49,22) 40
(50,22) (51,22) 138
(51,22) (50,22) 100
(51,22) (52,22) 132
(52,22) (51,22) 102
(52,22) (53,22) 154
(53,22) (52,22) 69
(53,22) (54,22) 73
(54,22) (53,22) 28
(54,22) (55,22) 139
(55,22) (54,22) 132
(55,22) (56,22) 74
(56,22) (55,22) 70
(56,22) (57,22) 30
(57,22) (56,22) 142
(57,22) (58,22) 119
(58,22) (57,22) 77
(58,22) (59,22) 189
(59,22) (58,22) 174
(59,22) (60,22) 129
(60,22) (59,22) 183
(60,22) (61,22) 76
(61,22) (60,22) 159
(61,22) (62,22) 140
(62,22) (61,22) 190
(62,22) (63,22) 164
(63,22) (62,22) 156
(63,22) (64,22) 162
(64,22) (63,22) 187
(64,22) (65,22) 186
(65,22) (64,22) 167
(65,22) (66,22) 49
(66,22) (65,22) 31
(66,22) (67,22) 111
(67,22) (66,22) 194
(67,22) (68,22) 132
(68,22) (67,22) 54
(68,22) (69,22) 25
(69,22) (68,22) 197
(69,22) (70,22) 56
(70,22) (69,22) 56
(70,22) (71,22) 86
(71,22) (70,22) 188
(71,22) (72,22) 148
(72,22) (71,22) 93
(72,22) (73,22) 112
(73,22) (72,22) 164
(73,22) (74,22) 12
(74,22) (73,22) 4
(74,22) (75,22) 108
(75,22) (74,22) 59
(75,22) (76,22) 15
(76,22) (75,22) 25
(76,22) (77,22) 173
(77,22) (76,22) 73
(77,22) (78,22) 163
(78,22) (77,22) 161
(78,22) (79,22) 149
(79,22) (78,22) 150
(79,22) (80,22) 51
(80,22) (79,22) 3
(80,22) (81,22) 124
(81,22) (80,22) 161
(81,22) (82,22) 7
(82,22) (81,22) 12
(82,22) (83,22) 49
(83,22) (82,22) 11
(83,22) (84,22) 17
(84,22) (83,22) 111
(84,22) (85,22) 141
(85,22) (84,22) 158
(85,22) (86,22) 72
(86,22) (85,22) 167
(86,22) (87,22) 31
(87,22) (86,22) 197
(87,22) (88,22) 165
(88,22) (87,22) 171
(88,22) (89,22) 98
(89,22) (88,22) 81
(89,22) (90,22) 91
(90,22) (89,22) 61
(90,22) (91,22) 42
(91,22) (90,22) 12
(91,22) (92,22) 148
(92,22) (91,22) 118
(92,22) (93,22) 93
(93,22) (92,22) 142
(93,22) (94,22) 182
(94,22) (93,22) 58
(94,22) (95,22) 31
(95,22) (94,22) 82
(95,22) (96,22) 140
(96,22) (95,22) 139
(96,22) (97,22) 70
(97,22) (96,22) 29
(97,22) (98,22) 96
(98,22) (97,22) 53
(98,22) (99,22) 116
(99,22) (98,22) 90
(99,22) (100,22) 31
(100,22) (99,22) 93
(100,22) (101,22) 139
(101,22) (100,22) 20
(101,22) (102,22) 117
(102,22) (101,22) 54
(102,22) (103,22) 123
(103,22) (102,22) 193
(103,22) (104,22) 31
(104,22) (103,22) 170
(104,22) (105,22) 62
(105,22) (104,22) 104
(105,22) (106,22) 72
(106,22) (105,22) 170
(106,22) (107,22) 132
(107,22) (106,22) 135
(107,22) (108,22) 67
(108,22) (107,22) 74
(108,22) (109,22) 18
(109,22) (108,22) 27
(109,22) (110,22) 31
(110,22) (109,22) 4
(110,22) (111,22) 30
(111,22) (110,22) 44
(111,22) (112,22) 120
(112,22) (111,22) 199
(112,22) (113,22) 14
(113,22) (112,22) 108
(113,22) (114,22) 66
(114,22) (113,22) 188
(114,22) (115,22) 102
(115,22) (114,22) 69
(115,22) (116,22) 153
(116,22) (115,22) 132
(116,22) (117,22) 143
(117,22) (116,22) 100
(117,22) (118,22) 116
(118,22) (117,22) 9
(118,22) (119,22) 133
(119,22) (118,22) 166
(119,22) (120,22) 184
(120,22) (119,22) 176
(120,22) (121,22) 81
(121,22) (120,22) 101
(121,22) (122,22) 120
(122,22) (121,22) 104
(122,22) (123,22) 21
(123,22) (122,22) 118
(123,22) (124,22) 153
(124,22) (123,22) 10
(124,22) (125,22) 87
(125,22) (124,22) 123
(125,22) (126,22) 52
(126,22) (125,22) 60
(126,22) (127,22) 44
(127,22) (126,22) 96
(127,22) (128,22) 133
(128,22) (127,22) 180
(128,22) (129,22) 198
(129,22) (128,22) 180
(129,22) (130,22) 113
(130,22) (129,22) 93
(130,22) (131,22) 88
(131,22) (130,22) 78
(131,22) (132,22) 164
(132,22) (131,22) 41
(132,22) (133,22) 102
(133,22) (132,22) 121
(133,22) (134,22) 112
(134,22) (133,22) 76
(134,22) (135,22) 9
(135,22) (134,22) 134
(135,22) (136,22) 33
(136,22) (135,22) 176
(136,22) (137,22) 88
(137,22) (136,22) 165
(137,22) (138,22) 198
(138,22) (137,22) 186
(138,22) (139,22) 170
(139,22) (138,22) 39
(139,22) (140,22) 114
(140,22) (139,22) 177
(140,22) (141,22) 8
(141,22) (140,22) 154
(141,22) (142,22) 160
(142,22) (141,22) 142
(142,22) (143,22) 104
(143,22) (142,22) 138
(143,22) (144,22) 125
(144,22) (143,22) 28
(144,22) (145,22) 100
(145,22) (144,22) 81
(145,22) (146,22) 31
(146,22) (145,22) 109
(146,22) (147,22) 48
(147,22) (146,22) 3
(147,22) (148,22) 28
(148,22) (147,22) 175
(148,22) (149,22) 146
(149,22) (148,22) 184
(149,22) (150,22) 109
(150,22) (149,22) 170
(1,23) (2,23) 197
(2,23) (1,23) 94
(2,23) (3,23) 137
(3,23) (2,23) 30
(3,23) (4,23) 109
(4,23) (3,23) 91
(4,23) (5,23) 158
(5,23) (4,23) 109
(5,23) (6,23) 127
(6,23) (5,23) 84
(6,23) (7,23) 90
(7,23) (6,23) 10
(7,23) (8,23) 145
(8,23) (7,23) 173
(8,23) (9,23) 88
(9,23) (8,23) 29
(9,23) (10,23) 12
(10,23) (9,23) 94
(10,23) (11,23) 93
(11,23) (10,23) 173
(11,23) (12,23) 162
(12,23) (11,23) 37
(12,23) (13,23) 90
(13,23) (12,23) 72
(13,23) (14,23) 26
(14,23) (13,23) 110
(14,23) (15,23) 13
(15,23) (14,23) 18
(15,23) (16,23) 113
(16,23) (15,23) 84
(16,23) (17,23) 152
(17,23) (16,23) 143
(17,23) (18,23) 66
(18,23) (17,23) 130
(18,23) (19,23) 187
(19,23) (18,23) 31
(19,23) (20,23) 22
(20,23) (19,23) 163
(20,23) (21,23) 132
(21,23) (20,23) 45
(21,23) (22,23) 103
(22,23) (21,23) 42
(22,23) (23,23) 109
(23,23) (22,23) 123
(23,23) (24,23) 190
(24,23) (23,23) 103
(24,23) (25,23) 190
(25,23) (24,23) 70
(25,23) (26,23) 172
(26,23) (25,23) 151
(26,23) (27,23) 81
(27,23) (26,23) 98
(27,23) (28,23) 198
(28,23) (27,23) 135
(28,23) (29,23) 21
(29,23) (28,23) 170
(29,23) (30,23) 153
(30,23) (29,23) 44
(30,23) (31,23) 58
(31,23) (30,23) 190
(31,23) (32,23) 61
(32,23) (31,23) 137
(32,23) (33,23) 52
(33,23) (32,23) 121
(33,23) (34,23) 183
(34,23) (33,23) 102
(34,23) (35,23) 42
(35,23) (34,23) 133
(35,23) (36,23) 174
(36,23) (35,23) 10
(36,23) (37,23) 45
(37,23) (36,23) 54
(37,23) (38,23) 118
(38,23) (37,23) 45
(38,23) (39,23) 158
(39,23) (38,23) 64
(39,23) (40,23) 51
(40,23) (39,23) 117
(40,23) (41,23) 88
(41,23) (40,23) 165
(41,23) (42,23) 197
(42,23) (41,23) 163
(42,23) (43,23) 189
(43,23) (42,23) 143
(43,23) (44,23) 170
(44,23) (43,23) 32
(44,23) (45,23) 173
(45,23) (44,23) 22
(45,23) (46,23) 66
(46,23) (45,23) 169
(46,23) (47,23) 72
(47,23) (46,23) 7
(47,23) (48,23) 196
(48,23) (47,23) 164
(48,23) (49,23) 125
(49,23) (48,23) 66
(49,23) (50,23) 157
(50,23) (49,23) 198
(50,23) (51,23) 107
(51,23) (50,23) 102
(51,23) (52,23) 184
(52,23) (51,23) 3
(52,23) (53,23) 100
(53,23) (52,23) 163
(53,23) (54,23) 137
(54,23) (53,23) 41
(54,23) (55,23) 90
(55,23) (54,23) 99
(55,23) (56,23) 124
(56,23) (55,23) 50
(56,23) (57,23) 97
(57,23) (56,23) 13
(57,23) (58,23) 131
(58,23) (57,23) 140
(58,23) (59,23) 197
(59,23) (58,23) 192
(59,23) (60,23) 76
(60,23) (59,23) 134
(60,23) (61,23) 180
(61,23) (60,23) 57
(61,23) (62,23) 80
(62,23) (61,23) 145
(62,23) (63,23) 147
(63,23) (62,23) 161
(63,23) (64,23) 104
(64,23) (63,23) 169
(64,23) (65,23) 159
(65,23) (64,23) 182
(65,23) (66,23) 59
(66,23) (65,23) 6
(66,23) (67,23) 114
(67,23) (66,23) 77
(67,23) (68,23) 58
(68,23) (67,23) 91
(68,23) (69,23) 150
(69,23) (68,23) 144
(69,23) (70,23) 20
(70,23) (69,23) 50
(70,23) (71,23) 21
(71,23) (70,23) 193
(71,23) (72,23) 45
(72,23) (71,23) 82
(72,23) (73,23) 46
(73,23) (72,23) 91
(73,23) (74,23) 169
(74,23) (73,23) 31
(74,23) (75,23) 44
(75,23) (74,23) 145
(75,23) (76,23) 191
(76,23) (75,23) 109
(76,23) (77,23) 200
(77,23) (76,23) 119
(77,23) (78,23) 136
(78,23) (77,23) 152
(78,23) (79,23) 95
(79,23) (78,23) 25
(79,23) (80,23) 199
(80,23) (79,23) 74
(80,23) (81,23) 87
(81,23) (80,23) 147
(81,23) (82,23) 98
(82,23) (81,23) 114
(82,23) (83,23) 163
(83,23) (82,23) 69
(83,23) (84,23) 71
(84,23) (83,23) 109
(84,23) (85,23) 149
(85,23) (84,23) 171
(85,23) (86,23) 82
(86,23) (85,23) 196
(86,23) (87,23) 139
(87,23) (86,23) 39
(87,23) (88,23) 106
(88,23) (87,23) 122
(88,23) (89,23) 74
(89,23) (88,23) 75
(89,23) (90,23) 148
(90,23) (89,23) 24
(90,23) (91,23) 143
(91,23) (90,23) 175
(91,23) (92,23) 166
(92,23) (91,23) 143
(92,23) (93,23) 69
(93,23) (92,23) 91
(93,23) (94,23) 46
(94,23) (93,23) 138
(94,23) (95,23) 48
(95,23) (94,23) 2
(95,23) (96,23) 99
(96,23) (95,23) 117
(96,23) (97,23) 160
(97,23) (96,23) 11
(97,23) (98,23) 169
(98,23) (97,23) 117
(98,23) (99,23) 145
(99,23) (98,23) 77
(99,23) (100,23) 82
(100,23) (99,23) 94
(100,23) (101,23) 167
(101,23) (100,23) 22
(101,23) (102,23) 160
(102,23) (101,23) 147
(102,23) (103,23) 71
(103,23) (102,23) 144
(103,23) (104,23) 111
(104,23) (103,23) 22
(104,23) (105,23) 57
(105,23) (104,23) 152
(105,23) (106,23) 175
(106,23) (105,23) 36
(106,23) (107,23) 170
(107,23) (106,23) 61
(107,23) (108,23) 39
(108,23) (107,23) 115
(108,23) (109,23) 53
(109,23) (108,23) 26
(109,23) (110,23) 109
(110,23) (109,23) 18
(110,23) (111,23) 73
(111,23) (110,23) 159
(111,23) (112,23) 146
(112,23) (111,23) 150
(112,23) (113,23) 6
(113,23) (112,23) 2
(113,23) (114,23) 26
(114,23) (113,23) 157
(114,23) (115,23) 185
(115,23) (114,23) 110
(115,23) (116,23) 153
(116,23) (115,23) 57
(116,23) (117,23) 55
(117,23) (116,23) 53
(117,23) (118,23) 169
(118,23) (117,23) 107
(118,23) (119,23) 150
(119,23) (118,23) 160
(119,23) (120,23) 104
(120,23) (119,23) 152
(120,23) (121,23) 87
(121,23) (120,23) 95
(121,23) (122,23) 22
(122,23) (121,23) 133
(122,23) (123,23) 160
(123,23) (122,23) 63
(123,23) (124,23) 141
(124,23) (123,23) 138
(124,23) (125,23) 62
(125,23) (124,23) 47
(125,23) (126,23) 81
(126,23) (125,23) 158
(126,23) (127,23) 127
(127,23) (126,23) 118
(127,23) (128,23) 54
(128,23) (127,23) 120
(128,23) (129,23) 6
(129,23) (128,23) 94
(129,23) (130,23) 105
(130,23) (129,23) 60
(130,23) (131,23) 63
(131,23) (130,23) 149
(131,23) (132,23) 103
(132,23) (131,23) 26
(132,23) (133,23) 66
(133,23) (132,23) 38
(133,23) (134,23) 9
(134,23) (133,23) 111
(134,23) (135,23) 100
(135,23) (134,23) 131
(135,23) (136,23) 169
(136,23) (135,23) 190
(136,23) (137,23) 17
(137,23) (136,23) 100
(137,23) (138,23) 167
(138,23) (137,23) 39
(138,23) (139,23) 175
(139,23) (138,23) 33
(139,23) (140,23) 140
(140,23) (139,23) 178
(140,23) (141,23) 163
(141,23) (140,23) 79
(141,23) (142,23) 167
(142,23) (141,23) 97
(142,23) (143,23) 6
(143,23) (142,23) 107
(143,23) (144,23) 61
(144,23) (143,23) 103
(144,23) (145,23) 34
(145,23) (144,23) 105
(145,23) (146,23) 187
(146,23) (145,23) 32
(146,23) (147,23) 159
(147,23) (146,23) 79
(147,23) (148,23) 128
(148,23) (147,23) 134
(148,23) (149,23) 27
(149,23) (148,23) 155
(149,23) (150,23) 70
(150,23) (149,23) 125
(1,24) (2,24) 117
(2,24) (1,24) 133
(2,24) (3,24) 63
(3,24) (2,24) 36
(3,24) (4,24) 98
(4,24) (3,24) 90
(4,24) (5,24) 43
(5,24) (4,24) 168
(5,24) (6,24) 169
(6,24) (5,24) 199
(6,24) (7,24) 47
(7,24) (6,24) 111
(7,24) (8,24) 129
(8,24) (7,24) 158
(8,24) (9,24) 106
(9,24) (8,24) 46
(9,24) (10,24) 122
(10,24) (9,24) 88
(10,24) (11,24) 18
(11,24) (10,24) 31
(11,24) (12,24) 88
(12,24) (11,24) 31
(12,24) (13,24) 4
(13,24) (12,24) 179
(13,24) (14,24) 84
(14,24) (13,24) 119
(14,24) (15,24) 183
(15,24) (14,24) 128
(15,24) (16,24) 118
(16,24) (15,24) 144
(16,24) (17,24) 33
(17,24) (16,24) 71
(17,24) (18,24) 53
(18,24) (17,24) 10
(18,24) (19,24) 124
(19,24) (18,24) 133
(19,24) (20,24) 102
(20,24) (19,24) 150
(20,24) (21,24) 1
(21,24) (20,24) 35
(21,24) (22,24) 35
(22,24) (21,24) 189
(22,24) (23,24) 84
(23,24) (22,24) 12
(23,24) (24,24) 42
(24,24) (23,24) 152
(24,24) (25,24) 191
(25,24) (24,24) 58
(25,24) (26,24) 55
(26,24) (25,24) 34
(26,24) (27,24) 1
(27,24) (26,24) 30
(27,24) (28,24) 124
(28,24) (27,24) 70
(28,24) (29,24) 31
(29,24) (28,24) 90
(29,24) (30,24) 60
(30,24) (29,24) 112
(30,24) (31,24) 50
(31,24) (30,24) 197
(31,24) (32,24) 47
(32,24) (31,24) 43
(32,24) (33,24) 137
(33,24) (32,24) 50
(33,24) (34,24) 175
(34,24) (33,24) 135
(34,24) (35,24) 5
(35,24) (34,24) 61
(35,24) (36,24) 82
(36,24) (35,24) 20
(36,24) (37,24) 58
(37,24) (36,24) 116
(37,24) (38,24) 40
(38,24) (37,24) 95
(38,24) (39,24) 158
(39,24) (38,24) 117
(39,24) (40,24) 108
(40,24) (39,24) 120
(40,24) (41,24) 122
(41,24) (40,24) 41
(41,24) (42,24) 16
(42,24) (41,24) 142
(42,24) (43,24) 85
(43,24) (42,24) 165
(43,24) (44,24) 120
(44,24) (43,24) 104
(44,24) (45,24) 136
(45,24) (44,24) 145
(45,24) (46,24) 153
(46,24) (45,24) 153
(46,24) (47,24) 12
(47,24) (46,24) 24
(47,24) (48,24) 131
(48,24) (47,24) 142
(48,24) (49,24) 112
(49,24) (48,24) 114
(49,24) (50,24) 64
(50,24) (49,24) 151
(50,24) (51,24) 134
(51,24) (50,24) 145
(51,24) (52,24) 153
(52,24) (51,24) 55
(52,24) (53,24) 77
(53,24) (52,24) 78
(53,24) (54,24) 14
(54,24) (53,24) 106
(54,24) (55,24) 33
(55,24) (54,24) 15
(55,24) (56,24) 162
(56,24) (55,24) 139
(56,24) (57,24) 102
(57,24) (56,24) 104
(57,24) (58,24) 138
(58,24) (57,24) 191
(58,24) (59,24) 196
(59,24) (58,24) 26
(59,24) (60,24) 122
(60,24) (59,24) 129
(60,24) (61,24) 164
(61,24) (60,24) 188
(61,24) (62,24) 168
(62,24) (61,24) 99
(62,24) (63,24) 9
(63,24) (62,24) 53
(63,24) (64,24) 44
(64,24) (63,24) 101
(64,24) (65,24) 42
(65,24) (64,24) 180
(65,24) (66,24) 20
(66,24) (65,24) 117
(66,24) (67,24) 60
(67,24) (66,24) 132
(67,24) (68,24) 127
(68,24) (67,24) 60
(68,24) (69,24) 172
(69,24) (68,24) 87
(69,24) (70,24) 135
(70,24) (69,24) 193
(70,24) (71,24) 137
(71,24) (70,24) 53
(71,24) (72,24) 97
(72,24) (71,24) 60
(72,24) (73,24) 160
(73,24) (72,24) 1
(73,24) (74,24) 73
(74,24) (73,24) 73
(74,24) (75,24) 145
(75,24) (74,24) 192
(75,24) (76,24) 182
(76,24) (75,24) 118
(76,24) (77,24) 143
(77,24) (76,24) 135
(77,24) (78,24) 172
(78,24) (77,24) 107
(78,24) (79,24) 53
(79,24) (78,24) 17
(79,24) (80,24) 193
(80,24) (79,24) 38
(80,24) (81,24) 12
(81,24) (80,24) 170
(81,24) (82,24) 135
